422,2087,10543,Griffith Public School,Coolah St,380,54,838,Primary School,Coed,3673,2680,Griffith,20170307
423,2093,14952,Guildford Public School,Apia St,519,89,947,Primary School,Coed,399,2161,Guildford,20170307
424,2094,6459,Gulargambone Central School,Yalgogrin St,64,0,723,Central/Community School,Coed,4914,2828,Gulargambone,20170307
425,2097,11085,Gulgong Public School,Belmore St,288,2,918,Primary School,Coed,5172,2852,Gulgong,20170307
426,2099,9725,Gulmarrad Public School,466 Brooms Head Road,192,6,961,Primary School,Coed,2563,2463,Gulmarrad,20170307
427,2100,9403,Gum Flat Public School,958 Copeton Dam Rd,51,np,1037,Primary School,Coed,1765,2360,Gum Flat,20170307
428,2102,10657,Gundagai Public School,William St,159,np,925,Primary School,Coed,4360,2722,Gundagai,20170307
429,2103,10660,Gundagai South Public School,Luke St,57,np,915,Primary School,Coed,4366,2722,South Gundagai,20170307
430,2104,10405,Gundaroo Public School,Lot St,98,10,1114,Primary School,Coed,3761,2620,Gundaroo,20170307
431,2109,9481,Gunnedah Public School,Bloomfield St,127,np,746,Primary School,Coed,1887,2380,Gunnedah,20170307
432,2111,10275,Gunning Public School,Yass St,71,np,994,Primary School,Coed,3556,2581,Gunning,20170307
433,2114,9416,Guyra Central School,Marne St,306.8,2,908,Central/Community School,Coed,1802,2365,Guyra,20170307
434,2115,9391,Gwabegar Public School,Chauvel St,7,0,875,Primary School,Coed,1732,2356,Gwabegar,20170307
435,2116,8645,Gymea Bay Public School,205A Gymea Bay Road,870,9,1085,Primary School,Coed,957,2227,Gymea Bay,20170307
436,2117,5499,Haberfield Public School,Denman Ave,649,59,1140,Primary School,Coed,504,2045,Haberfield,20170307
437,2128,16193,Hammondville Public School,Walder Rd,436,22,1000,Primary School,Coed,833,2170,Hammondville,20170307
438,2131,9934,Hannam Vale Public School,Hannam Vale Rd,23,0,1021,Primary School,Coed,2279,2443,Hannam Vale,20170307
439,2132,10544,Hanwood Public School,School St,267,15,970,Primary School,Coed,4215,2680,Hanwood,20170307
440,2133,7698,Harbord Public School,Wyadra Avenue,1142,18,1134,Primary School,Coed,11464,2096,Freshwater,20170307
441,2136,11074,Hargraves Public School,Merinda St,20,0,870,Primary School,Coed,5117,2850,Hargraves,20170307
442,2139,9536,Harrington Public School,High St,103,np,917,Primary School,Coed,2101,2427,Harrington,20170307
443,2142,9730,Harwood Island Public School,11 Morpeth St,66,0,962,Primary School,Coed,2583,2465,Harwood,20170307
444,2145,10633,Hay Public School,201-217 Lachlan Street,197,3,929,Primary School,Coed,4295,2711,Hay,20170307
445,2149,4404,Heathcote Public School,Oliver St,301,11,1051,Primary School,Coed,981,2233,Heathcote,20170307
446,2153,9977,Helensburgh Public School,Lukin St,472,8,1032,Primary School,Coed,3005,2508,Helensburgh,20170307
447,2154,16236,Henty Public School,Sladen St,116,np,980,Primary School,Coed,4133,2658,Henty,20170307
448,2155,11051,Hermidale Public School,Mouramba St,9,0,952,Primary School,Coed,4984,2831,Hermidale,20170307
449,2156,9675,Hernani Public School,Armidale-Grafton Rd,7,0,998,Primary School,Coed,2404,2453,Dorrigo,20170307
450,2157,9932,Herons Creek Public School,Pacific Hwy,44,np,931,Primary School,Coed,2280,2443,Herons Creek,20170307
451,2161,11075,Hill End Public School,Tambaroora St,12,0,1009,Primary School,Coed,5120,2850,Hill End,20170307
452,2164,8134,Hillside Public School,Cattai Ridge Rd,28,23,1055,Primary School,Coed,790,2157,Glenorie,20170307
453,2165,6478,Hillston Central School,62-80 Moore St,149.8,9,927,Central/Community School,Coed,4204,2675,Hillston,20170307
454,2166,10237,Hill Top Public School,Linda St,178,6,951,Primary School,Coed,3453,2575,Hill Top,20170307
455,2167,9174,Hinton Public School,Paterson St,81,0,1011,Primary School,Coed,1360,2321,Hinton,20170307
456,2170,16191,Holbrook Public School,Albury St,138,np,992,Primary School,Coed,3994,2644,Holbrook,20170307
457,2171,4416,Holgate Public School,RMB 5255 Wattle Tree Rd,167,8,1087,Primary School,Coed,1001,2250,Holgate,20170307
458,2172,10972,Holmwood Public School,Cowra-Carcoar Rd,49,np,962,Primary School,Coed,4674,2794,Cowra,20170307
459,2173,7788,Homebush Public School,Rochester St,407,95,1079,Primary School,Coed,731,2140,Homebush,20170307
460,2177,9162,Telarah Public School,Raymond St,438,6,873,Primary School,Coed,1333,2320,Maitland,20170307
461,2182,8153,Horsley Park Public School,The Horsley Drive,107,43,972,Primary School,Coed,852,2164,Horsley Park,20170307
462,2186,10459,Howlong Public School,Hawkins St,198,np,985,Primary School,Coed,3991,2643,Howlong,20170307
463,2187,8546,Hoxton Park Public School,99 Pacific Palms Circuit,654,74,984,Primary School,Coed,844,2171,Hoxton Park,20170307
464,2188,10498,Humula Public School,School St,14,np,866,Primary School,Coed,4098,2652,Humula,20170307
465,2189,7728,Hunters Hill Public School,17 Alexandra St,378,34,1190,Primary School,Coed,662,2110,Hunters Hill,20170307
466,2190,9645,Huntingdon Public School,2876 Oxley Highway,55,np,941,Primary School,Coed,2343,2446,Wauchope,20170307
467,2193,8976,Rathmines Public School,Secret Corner Rd,251,8,1006,Primary School,Coed,1196,2283,Rathmines,20170307
468,2197,4405,Hurstville Public School,Forest Rd,1230,95,1099,Primary School,Coed,359,2220,Hurstville,20170307
469,2198,4406,Hurstville South Public School,Maher St,497,85,1083,Primary School,Coed,359,2220,Hurstville,20170307
470,2199,10075,Huskisson Public School,Sydney St,155,6,1002,Primary School,Coed,3215,2540,Huskisson,20170307
471,2201,11076,Ilford Public School,Castlereagh Hwy,32,0,992,Primary School,Coed,5122,2850,Ilford,20170307
472,2203,10293,Illabo Public School,1 Layton Street,32,np,1056,Primary School,Coed,3637,2590,Illabo,20170307
473,2204,9713,Iluka Public School,21-27 Charles Street,130,np,947,Primary School,Coed,2584,2466,Iluka,20170307
474,2206,4415,Ingleburn Public School,Oxford Rd,605,60,993,Primary School,Coed,405,2565,Ingleburn,20170307
475,2209,9407,Inverell Public School,Henderson St,424,3,889,Primary School,Coed,1767,2360,Inverell,20170307
476,2211,9177,Iona Public School,860 Paterson Rd,65,9,1075,Primary School,Coed,1367,2321,Woodville,20170307
477,2212,9112,Islington Public School,Hubbard St,121,34,922,Primary School,Coed,1251,2296,Islington,20170307
478,2213,6476,Ivanhoe Central School,Columbus St,24,0,833,Central/Community School,Coed,5269,2878,Ivanhoe,20170307
479,2214,9772,Fernleigh Public School,451 Fernleigh Rd,19,np,1067,Primary School,Coed,2790,2479,Fernleigh,20170307
480,2218,10045,Jamberoo Public School,Churchill St,96,7,1061,Primary School,Coed,3081,2533,Jamberoo,20170307
481,2223,17437,Jennings Public School,31 Brushabers Road,15,0,889,Primary School,Coed,1860,4383,Jennings,20170307
482,2225,10430,Jerangle Public School,2892 Jerangle Road,11,0,1016,Primary School,Coed,3901,2630,Jerangle,20170307
483,2226,10641,Jerilderie Public School,31 Bolton St,43,np,990,Primary School,Coed,4320,2716,Jerilderie,20170307
484,2231,9315,Jerrys Plains Public School,Doyle St,39,np,883,Primary School,Coed,1496,2330,Jerrys Plains,20170307
485,2234,9117,Jesmond Public School,Ralph St,184,54,962,Primary School,Coed,1256,2299,Jesmond,20170307
486,2235,9807,Jiggi Public School,Jiggi-Nimbin Rd,35,np,1008,Primary School,Coed,2825,2480,Jiggi,20170307
487,2236,8709,Jilliby Public School,Jilliby Rd,70,np,972,Primary School,Coed,1102,2259,Wyong,20170307
488,2237,10423,Jindabyne Central School,Park Rd,787.4,10,1029,Central/Community School,Coed,3854,2627,Jindabyne,20170307
489,2239,10454,Jindera Public School,Dight Street,212,np,999,Primary School,Coed,3982,2642,Jindera,20170307
490,2243,9636,Johns River Public School,Station St,14,0,933,Primary School,Coed,2281,2443,Johns River,20170307
491,2245,10663,Jugiong Public School,Flyde St,24,0,1035,Primary School,Coed,4372,2727,Jugiong,20170307
492,2246,9101,The Junction Public School,Union St,625,13,1119,Primary School,Coed,1241,2291,Merewether,20170307
493,2247,10518,Junee Public School,116 Lorne St,128,0,870,Primary School,Coed,4148,2663,Junee,20170307
494,2248,10517,Junee North Public School,Queen St,164,0,940,Primary School,Coed,4148,2663,Junee,20170307
495,2254,11070,Kandos Public School,23-37 Dangar Street,141,np,893,Primary School,Coed,5058,2848,Kandos,20170307
496,2255,10242,Kangaloon Public School,Robertson St,35,np,1049,Primary School,Coed,3469,2576,Kangaloon,20170307
497,2256,10246,Kangaroo Valley Public School,Moss Vale-Nowra Rd,81,9,1068,Primary School,Coed,3482,2577,Kangaroo Valley,20170307
498,2259,8710,Kanwal Public School,Craigie Ave,688,5,960,Primary School,Coed,1078,2259,Kanwal,20170307
499,2260,9658,Karangi Public School,Coffs Harbour-Coramba Rd,130,4,1017,Primary School,Coed,2386,2450,Karangi,20170307
500,2263,9197,Karuah Public School,18 Bundabah St,130,6,873,Primary School,Coed,1399,2324,Karuah,20170307
501,2267,9287,Kearsley Public School,130 Caledonia Street,145,np,888,Primary School,Coed,1426,2325,Kearsley,20170307
502,2270,7585,Kegworth Public School,60 Tebbutt St,318,28,1111,Primary School,Coed,493,2040,Leichhardt,20170307
503,2271,9940,Keiraville Public School,Gipps Rd,340,36,1098,Primary School,Coed,2987,2500,Keiraville,20170307
504,2273,9377,Kellys Plains Public School,45-47 Kelly's Plains School Rd,44,np,1078,Primary School,Coed,1690,2350,Armidale,20170307
505,2274,7858,Kellyville Public School,35A Windsor Road,646,42,1071,Primary School,Coed,782,2155,Kellyville,20170307
506,2275,10980,Kelso Public School,19 Gilmour Street,257,4,818,Primary School,Coed,4722,2795,Kelso,20170307
507,2278,9621,Kempsey East Public School,Innes St,221,4,900,Primary School,Coed,2226,2440,Kempsey,20170307
508,2279,9623,Kempsey West Public School,Marsh St,376,np,780,Primary School,Coed,2246,2440,West Kempsey,20170307
509,2280,17869,Kendall Public School,Logans Crossing Rd,189,np,968,Primary School,Coed,2196,2439,Kendall,20170307
510,2283,5335,Kensington Public School,77-79 Doncaster Avenue,444,68,1135,Primary School,Coed,352,2033,Kensington,20170307
511,2284,7868,Kenthurst Public School,111 Kenthurst Road,213,22,1067,Primary School,Coed,787,2156,Kenthurst,20170307
512,2285,10207,Kentlyn Public School,Georges River Rd,145,28,982,Primary School,Coed,3376,2560,Campbelltown,20170307
513,2286,9386,Kentucky Public School,Noalimba Ave,49,np,1048,Primary School,Coed,1720,2354,Kentucky,20170307
514,2293,10048,Kiama Public School,67 Bong Bong Street,474,11,1066,Primary School,Coed,3083,2533,Kiama,20170307
515,2303,9624,Kinchela Public School,5 Right Bank Rd,26,0,939,Primary School,Coed,2227,2440,Kinchela,20170307
516,2304,8681,Kincumber Public School,Avoca Drive,443,7,1014,Primary School,Coed,1032,2251,Kincumber,20170307
517,2307,8598,Kingsgrove Public School,Kingsgrove Rd,499,76,1001,Primary School,Coed,357,2208,Kingsgrove,20170307
518,2308,8592,Bexley North Public School,116 Kingsland Rd,529,70,1091,Primary School,Coed,902,2207,Bexley,20170307
519,2310,9393,Kingstown Public School,Bundarra-Bendemeer Rd,30,np,934,Primary School,Coed,1747,2358,Kingstown,20170307
520,2312,5849,Kingswood Public School,Second Ave,411,60,1036,Primary School,Coed,1623,2747,Kingswood,20170307
521,2314,9332,Kirkton Public School,797 Standen Drive,41,np,1034,Primary School,Coed,1542,2335,Belford,20170307
522,2315,9288,Kitchener Public School,38 Richmond Street,78,0,942,Primary School,Coed,1427,2325,Kitchener,20170307
523,2319,8625,Kogarah Public School,Gladstone St,379,91,1076,Primary School,Coed,926,2217,Kogarah,20170307
524,2326,11022,Koorawatha Public School,Crowther Street,30,np,915,Primary School,Coed,4835,2807,Koorawatha,20170307
525,2327,9381,Kootingal Public School,Denman Avenue,184,np,939,Primary School,Coed,1714,2352,Kootingal,20170307
526,2330,9659,Kororo Public School,3 Korora School Road,638,9,1012,Primary School,Coed,2387,2450,Korora,20170307
527,2333,9542,Krambach Public School,3838 Bucketts Way,42,np,933,Primary School,Coed,2142,2429,Krambach,20170307
528,2334,8692,Kulnura Public School,9 Williams Rd,58,17,978,Primary School,Coed,1003,2250,Kulnura,20170307
529,2340,10759,Kurmond Public School,494 Bells Line of Road,188,11,1020,Primary School,Coed,4503,2757,Kurmond,20170307
530,2341,8662,Kurnell Public School,Dampier & Torres Sts,207,13,1002,Primary School,Coed,971,2231,Kurnell,20170307
531,2342,10768,Kurrajong Public School,1111 Grose Vale Rd,229,8,1057,Primary School,Coed,4508,2758,Kurrajong,20170307
532,2343,10764,Kurrajong East Public School,891 East Kurrajong Road,65,np,966,Primary School,Coed,4507,2758,East Kurrajong,20170307
533,2344,10766,Kurrajong North Public School,Bells Line of Road,102,12,1053,Primary School,Coed,4510,2758,Kurrajong Hills,20170307
534,2349,9755,Kyogle Public School,192 Summerland Way,315,3,929,Primary School,Coed,2715,2474,Kyogle,20170307
535,2353,10499,Ladysmith Public School,Tywong St,41,np,973,Primary School,Coed,4099,2652,Ladysmith,20170307
536,2354,10420,Laggan Public School,Laggan Rd,17,0,987,Primary School,Coed,3602,2583,Laggan,20170307
537,2356,9290,Laguna Public School,3738 The Great North Road,69,np,1041,Primary School,Coed,1428,2325,Laguna,20170307
538,2357,10484,Lake Albert Public School,Main St,508,3,1005,Primary School,Coed,4067,2650,Lake Albert,20170307
539,2359,6483,Lake Cargelligo Central School,65 Canada Street,260,3,848,Central/Community School,Coed,4201,2672,Lake Cargelligo,20170307
540,2360,8567,Lakemba Public School,Alice St,510,97,998,Primary School,Coed,876,2195,Lakemba,20170307
541,2362,8711,Lake Munmorah Public School,Carters Rd,470,4,962,Primary School,Coed,1080,2259,Lake Munmorah,20170307
542,2363,10545,Lake Wyangan Public School,Boorga Rd,115,57,975,Primary School,Coed,4217,2680,Lake Wyangan,20170307
543,2366,9121,Lambton Public School,18-30 Croudace St,386,10,1024,Primary School,Coed,1257,2299,Lambton,20170307
544,2368,7616,Lane Cove Public School,Austin St & Longueville Rd,840,37,1167,Primary School,Coed,368,2066,Lane Cove,20170307
545,2370,9549,Lansdowne Public School,Cundle Rd & Macquarie St,47,np,887,Primary School,Coed,807,2430,Lansdowne,20170307
546,2372,9550,Upper Lansdowne Public School,1399 Upper Lansdowne Rd,26,0,944,Primary School,Coed,2188,2430,Upper Lansdowne,20170307
547,2373,7567,La Perouse Public School,Yarra Rd,30,np,780,Primary School,Coed,483,2036,La Perouse,20170307
548,2374,9179,Largs Public School,1-5 Hunter St,139,5,974,Primary School,Coed,1330,2320,Largs,20170307
549,2375,9810,Larnook Public School,1282 Cawongla Road,30,np,916,Primary School,Coed,2829,2480,Larnook,20170307
550,2377,9637,Laurieton Public School,Bold St,206,4,965,Primary School,Coed,2283,2443,Laurieton,20170307
551,2378,10448,Lavington Public School,497 Hague St,308,10,948,Primary School,Coed,3970,2641,Lavington,20170307
552,2379,9714,Lawrence Public School,High St,62,np,945,Primary School,Coed,2508,2460,Lawrence,20170307
553,2381,10871,Lawson Public School,Adelaide Street,251,9,1025,Primary School,Coed,3745,2783,Lawson,20170307
554,2386,10558,Leeton Public School,Mallee St,382,16,980,Primary School,Coed,4250,2705,Leeton,20170307
555,2391,10868,Leura Public School,Cnr Mount Hay Rd & Willow Park Ave,262,12,1061,Primary School,Coed,4596,2780,Leura,20170307
556,2394,7790,Lidcombe Public School,Mills Street,675,92,1009,Primary School,Coed,735,2141,Lidcombe,20170307
557,2395,16309,Lightning Ridge Central School,Kaolin Street,369.4,11,829,Central/Community School,Coed,5008,2834,Lightning Ridge,20170307
558,2403,7626,Lindfield Public School,Pacific Hwy,771,40,1184,Primary School,Coed,559,2070,Lindfield,20170307
559,2404,7627,Lindfield East Public School,Tryon Rd,764,50,1192,Primary School,Coed,558,2070,East Lindfield,20170307
560,2407,8682,Lisarow Public School,17 MacDonalds Road,306,8,1037,Primary School,Coed,1004,2250,Lisarow,20170307
561,2409,9819,Lismore South Public School,Phyllis St & Wilson St,225,3,906,Primary School,Coed,2852,2480,South Lismore,20170307
562,2410,10963,Lithgow Public School,163 Mort St,396,8,930,Primary School,Coed,4644,2790,Lithgow,20170307
563,2413,10771,Llandilo Public School,Seventh Ave,335,21,943,Primary School,Coed,4443,2760,Llandilo,20170307
564,2417,9180,Lochinvar Public School,New England Hwy,156,4,977,Primary School,Coed,1361,2321,Lochinvar,20170307
565,2418,10509,Lockhart Central School,Halliday St,88,np,891,Central/Community School,Coed,4127,2656,Lockhart,20170307
566,2421,10728,Londonderry Public School,Londonderry Rd,204,8,941,Primary School,Coed,4467,2753,Londonderry,20170307
567,2423,9646,Long Flat Public School,5077 Oxley Highway,43,0,936,Primary School,Coed,2329,2446,Long Flat,20170307
568,2428,9661,Lowanna Public School,Coramba Rd,33,np,851,Primary School,Coed,2388,2450,Lowanna,20170307
569,2429,10468,Lowesdale Public School,Riverina Hwy,19,0,1059,Primary School,Coed,4014,2646,Lowesdale,20170307
570,2431,5331,Luddenham Public School,24 Jamison Street,74,16,920,Primary School,Coed,4435,2745,Luddenham,20170307
571,2432,11077,Lue Public School,Swanston St,22,np,921,Primary School,Coed,5125,2850,Lue,20170307
572,2436,10993,Lyndhurst Public School,Marsden St,31,0,936,Primary School,Coed,1703,2797,Lyndhurst,20170307
573,2439,8696,Macdonald Valley Public School,1331 St Albans Road,9,np,945,Primary School,Coed,4567,2775,Central Macdonald,20170307
574,2444,9650,Macksville Public School,35a Wallace St,393,np,920,Primary School,Coed,2353,2447,Macksville,20170307
575,2448,10296,Maimuru Public School,Jack Masling Dr,14,np,977,Primary School,Coed,3643,2594,Maimuru,20170307
576,2451,9192,Maitland East Public School,William St,606,5,977,Primary School,Coed,1381,2323,East Maitland,20170307
577,2454,7568,Malabar Public School,231-239 Franklin Street,284,25,1082,Primary School,Coed,485,2036,Malabar,20170307
578,2460,10968,Mandurama Public School,Loquat St,10,np,,Primary School,Coed,4668,2792,Mandurama,20170307
579,2464,9822,Manifold Public School,Lismore-Kyogle Rd,38,0,953,Primary School,Coed,2798,2480,Bentley,20170307
580,2465,11088,Manildra Public School,2100 Packham Drive,38,np,932,Primary School,Coed,5185,2865,Manildra,20170307
581,2469,7697,Manly West Public School,Griffith St,868,21,1139,Primary School,Coed,610,2093,Balgowlah,20170307
582,2472,10783,Maraylya Public School,Neich Rd,111,np,1041,Primary School,Coed,4535,2765,Maraylya,20170307
583,2476,8959,Pelican Flat Public School,Karog St,44,np,933,Primary School,Coed,1177,2281,Pelican,20170307
584,2480,10747,Maroota Public School,4540 Old Northern Road,40,np,1002,Primary School,Coed,4487,2756,Maroota,20170307
585,2482,7561,Maroubra Bay Public School,Duncan St,318,44,1073,Primary School,Coed,477,2035,Maroubra,20170307
586,2485,10501,Marrar Public School,Centenary Drive,21,0,1020,Primary School,Coed,4101,2652,Marrar,20170307
587,2489,10784,Marsden Park Public School,363 Garfield Road West,52,35,961,Primary School,Coed,4536,2765,Marsden Park,20170307
588,2492,9311,Martindale Public School,670 Martindale Rd,15,0,931,Primary School,Coed,1457,2328,Martindale,20170307
589,2493,9520,Martins Creek Public School,Cook St,9,0,,Primary School,Coed,2000,2420,Martins Creek,20170307
590,2494,9378,Martins Gully Public School,Bona Vista Rd,161,np,1052,Primary School,Coed,1690,2350,Armidale,20170307
591,2496,10260,Marulan Public School,63 George St,119,np,926,Primary School,Coed,3505,2579,Marulan,20170307
592,2499,4920,Mascot Public School,King St,370,76,1026,Primary School,Coed,351,2020,Mascot,20170307
593,2500,10628,Mathoura Public School,18-20 Frome Street,63,np,943,Primary School,Coed,4275,2710,Mathoura,20170307
594,2501,10502,Matong Public School,5649 Canola Way,28,0,1012,Primary School,Coed,4102,2652,Matong,20170307
595,2502,7569,Matraville Public School,310 Bunnerong Rd,241,88,1010,Primary School,Coed,486,2036,Matraville,20170307
596,2506,9144,Mayfield East Public School,32 Crebert Street,260,17,980,Primary School,Coed,1270,2304,Mayfield East,20170307
597,2507,9145,Mayfield West Public School,Gregson Ave,357,13,997,Primary School,Coed,1269,2304,Mayfield,20170307
598,2508,10629,Mayrung Public School,Mayrung Rd,32,0,960,Primary School,Coed,4270,2710,Deniliquin,20170307
599,2509,10982,Meadow Flat Public School,2630 Great Western Highway,50,np,990,Primary School,Coed,4729,2795,Meadow Flat,20170307
600,2510,7825,The Meadows Public School,Fuller St,210,49,937,Primary School,Coed,383,2147,Seven Hills,20170307
601,2512,5543,Medowie Public School,Ferodale Rd,349,3,1007,Primary School,Coed,1312,2318,Medowie,20170307
602,2515,10875,Megalong Public School,Megalong Valley,13,np,1018,Primary School,Coed,4603,2785,Megalong,20170307
603,2520,8670,Menai Public School,4R Hall Drive,99,26,1003,Primary School,Coed,990,2234,Menai,20170307
604,2522,11065,Mendooran Central School,Brambil Street,138,0,905,Central/Community School,Coed,5041,2842,Mendooran,20170307
605,2523,6484,Menindee Central School,1 Bear St,95.4,np,758,Central/Community School,Coed,5274,2879,Menindee,20170307
606,2525,9099,Merewether Public School,6 Henry Street,157,5,999,Primary School,Coed,1241,2291,Merewether,20170307
607,2526,10180,Merimbula Public School,47-55 Main Street,412,6,990,Primary School,Coed,3284,2548,Merimbula,20170307
608,2528,9313,Merriwa Central School,Bow Street,274,np,869,Central/Community School,Coed,1462,2329,Merriwa,20170307
609,2531,17451,Merrylands Public School,Fowler Rd,442,91,944,Primary School,Coed,798,2160,Merrylands,20170307
610,2532,8733,Bonnells Bay Public School,Morisset Park Rd,437,5,966,Primary School,Coed,1143,2264,Bonnells Bay,20170307
611,2540,10262,Michelago Public School,20 Ryrie Street,35,np,1027,Primary School,Coed,3766,2620,Michelago,20170307
612,2542,8136,Middle Dural Public School,Old Northern Rd,21,40,1090,Primary School,Coed,792,2158,Middle Dural,20170307
613,2543,7688,Middle Harbour Public School,8 Hale Rd,624,28,1177,Primary School,Coed,602,2088,Mosman,20170307
614,2550,9317,Milbrodale Public School,2615 Putty Road,9,0,848,Primary School,Coed,1502,2330,Milbrodale,20170307
615,2554,9198,Millers Forest Public School,127 Martins Wharf Road,51,np,900,Primary School,Coed,1401,2324,Millers Forest,20170307
616,2555,9292,Millfield Public School,Wollombi Rd,67,np,893,Primary School,Coed,1430,2325,Millfield,20170307
617,2558,10995,Millthorpe Public School,Park St,266,4,1044,Primary School,Coed,4781,2798,Millthorpe,20170307
618,2560,8622,Milperra Public School,Pozieres Ave,232,17,1028,Primary School,Coed,406,2214,Milperra,20170307
619,2565,10062,Milton Public School,Thomas St,661,6,1005,Primary School,Coed,3158,2538,Milton,20170307
620,2571,9022,Minmi Public School,Woodford St,109,np,1012,Primary School,Coed,1220,2287,Minmi,20170307
621,2572,10215,Minto Public School,Pembroke & Redfern Rds,201,71,1011,Primary School,Coed,3398,2566,Minto,20170307
622,2574,8647,Miranda Public School,3 Sylva Avenue,293,48,1015,Primary School,Coed,358,2228,Miranda,20170307
623,2580,9551,Mitchells Island Public School,1222 Manning Point Rd,31,0,919,Primary School,Coed,2174,2430,Mitchells Island,20170307
624,2581,10238,Mittagong Public School,21 Pioneer St,491,13,988,Primary School,Coed,3456,2575,Mittagong,20170307
625,2584,10681,Moama Public School,Simms St,218,4,945,Primary School,Coed,4400,2731,Moama,20170307
626,2585,9824,Modanville Public School,Dunoon Rd,83,np,1018,Primary School,Coed,2833,2480,Lismore,20170307
627,2586,10058,Mogo Public School,Princes Hwy,51,11,692,Primary School,Coed,3128,2536,Mogo,20170307
628,2590,11090,Molong Central School,Phillip St,481.4,2,950,Central/Community School,Coed,5193,2866,Molong,20170307
629,2593,7715,Mona Vale Public School,Waratah St,1094,18,1105,Primary School,Coed,374,2103,Mona Vale,20170307
630,2599,10297,Monteagle Public School,Murringo St,22,np,960,Primary School,Coed,3646,2594,Monteagle,20170307
631,2608,9383,Moonbi Public School,New England Hwy,54,np,874,Primary School,Coed,1718,2353,Moonbi,20170307
632,2616,9638,Moorland Public School,15 Church Street,52,0,913,Primary School,Coed,2285,2443,Moorland,20170307
633,2618,9501,Moree Public School,Albert St,607,5,868,Primary School,Coed,1948,2400,Moree,20170307
634,2621,8736,Morisset Public School,6 Terrigal Street,224,8,934,Primary School,Coed,1149,2264,Morisset,20170307
635,2623,9182,Morpeth Public School,High St,216,np,1011,Primary School,Coed,1363,2321,Morpeth,20170307
636,2624,8636,Mortdale Public School,Colebourne Ave,364,69,1052,Primary School,Coed,945,2223,Mortdale,20170307
637,2625,7784,Mortlake Public School,Brays Rd,402,48,1103,Primary School,Coed,724,2137,Concord,20170307
638,2628,10061,Moruya Public School,22 Evans St,364,3,937,Primary School,Coed,3149,2537,Moruya,20170307
639,2631,10248,Moss Vale Public School,Browley St,529,7,983,Primary School,Coed,3488,2577,Moss Vale,20170307
640,2632,16249,Moulamein Public School,Brougham St,46,np,958,Primary School,Coed,4413,2733,Moulamein,20170307
641,2637,9531,Mount George Public School,Nowendoc Rd,27,0,921,Primary School,Coed,2088,2424,Mount George,20170307
642,2640,10226,Mount Hunter Public School,165 Burragorang Rd,41,0,957,Primary School,Coed,3413,2570,Camden,20170307
643,2641,9200,Mount Kanwary Public School,753 Hinton Rd,31,0,1005,Primary School,Coed,1404,2324,Osterley,20170307
644,2642,6142,Mount Keira Public School,255 Mount Keira Rd,88,18,1119,Primary School,Coed,2989,2500,Mount Keira,20170307
645,2643,10017,Mount Kembla Public School,Cordeaux Rd,141,6,1049,Primary School,Coed,3043,2526,Mount Kembla,20170307
646,2647,9318,Mount Pleasant Public School,Goorangoola Rd,56,0,943,Primary School,Coed,1517,2330,Singleton,20170307
647,2648,17697,Mount Pritchard Public School,Meadows Rd,397,80,946,Primary School,Coed,839,2170,Mount Pritchard,20170307
648,2652,10881,Mount Victoria Public School,Great Western Hwy,84,28,1025,Primary School,Coed,4607,2786,Mount Victoria,20170307
649,2656,11079,Mudgee Public School,Perry St,618,4,953,Primary School,Coed,5136,2850,Mudgee,20170307
650,2658,9194,Mulbring Public School,Water St,43,0,1005,Primary School,Coed,1386,2323,Mulbring,20170307
651,2659,10705,Mulgoa Public School,Mulgoa Rd,81,19,999,Primary School,Coed,4436,2750,Mulgoa,20170307
652,2660,9479,Mullaley Public School,Nombi St,37,np,995,Primary School,Coed,1881,2379,Mullaley,20170307
653,2662,10461,Mullengandra Public School,Hume Hwy,6,0,1060,Primary School,Coed,3998,2644,Mullengandra,20170307
654,2664,11008,Mullion Creek Public School,45 Long Point Rd,56,0,1032,Primary School,Coed,4810,2800,Mullion Creek,20170307
655,2665,9906,Mullumbimby Public School,Morrison Ave,201,15,1013,Primary School,Coed,2878,2482,Mullumbimby,20170307
656,2667,10470,Mulwala Public School,65 Melbourne Street,49,np,989,Primary School,Coed,4022,2647,Mulwala,20170307
657,2668,11006,Clergate Public School,Clergate Lane,96,np,999,Primary School,Coed,4797,2800,Clergate,20170307
658,2669,11028,Mumbil Public School,Apsley Cres,16,0,869,Primary School,Coed,4862,2820,Mumbil,20170307
659,2671,9740,Mummulgum Public School,Bruxner Hwy,20,0,929,Primary School,Coed,2624,2469,Mummulgum,20170307
660,2675,6408,Mungindi Central School,Wirrah Street,78.8,69,784,Central/Community School,Coed,1972,2406,Mungindi,20170307
661,2681,10289,Murringo Public School,91 Murringo Gap Road,25,0,937,Primary School,Coed,3619,2586,Murringo,20170307
662,2685,10286,Murrumburrah Public School,Albury Street,146,4,903,Primary School,Coed,3630,2587,Murrumburrah,20170307
663,2686,9341,Murrurundi Public School,135 Mayne Street,61,np,903,Primary School,Coed,1589,2338,Murrurundi,20170307
664,2687,9917,Murwillumbah Public School,Prince St,268,6,954,Primary School,Coed,2932,2484,Murwillumbah,20170307
665,2688,9325,Muswellbrook Public School,Roger St,605,4,937,Primary School,Coed,1538,2333,Muswellbrook,20170307
666,2695,9606,Nabiac Public School,Clarkson Street,189,np,921,Primary School,Coed,1295,2312,Nabiac,20170307
